Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
anion homeostasis (GO:0055081)	2/18	0.06264161723447204	0.29523022293017986	0	0	5.36456043956044	14.861578097657857	CETP;DGAT2
negative regulation of protein dephosphorylation (GO:0035308)	2/18	0.06264161723447204	0.29523022293017986	0	0	5.36456043956044	14.861578097657857	PPP1R15A;PPP1R1B
regulation of cardiac muscle cell proliferation (GO:0060043)	2/18	0.06264161723447204	0.29523022293017986	0	0	5.36456043956044	14.861578097657857	ERBB4;TBX5
heart trabecula morphogenesis (GO:0061384)	2/18	0.06264161723447204	0.29523022293017986	0	0	5.36456043956044	14.861578097657857	BMP7;BMP5
acute-phase response (GO:0006953)	2/18	0.06264161723447204	0.29523022293017986	0	0	5.36456043956044	14.861578097657857	IL6;SAA1
blood vessel endothelial cell migration (GO:0043534)	2/18	0.06264161723447204	0.29523022293017986	0	0	5.36456043956044	14.861578097657857	NR4A1;GPLD1
cell-substrate adherens junction assembly (GO:0007045)	2/18	0.06264161723447204	0.29523022293017986	0	0	5.36456043956044	14.861578097657857	DLC1;THY1
regulation of smooth muscle cell migration (GO:0014910)	2/18	0.06264161723447204	0.29523022293017986	0	0	5.36456043956044	14.861578097657857	SERPINE1;TRIB1
focal adhesion assembly (GO:0048041)	2/18	0.06264161723447204	0.29523022293017986	0	0	5.36456043956044	14.861578097657857	DLC1;THY1
regulation of protein dephosphorylation (GO:0035304)	3/40	0.0628793721024752	0.29568778559150527	0	0	3.483629003452792	9.63758893837255	PPP1R15A;PPP1R14A;DLC1
DNA-templated transcription, initiation (GO:0006352)	8/186	0.06428404700044626	0.30161845266727244	0	0	1.9383899301819274	5.31980218934714	NOTCH3;NR4A1;CDKN1A;NR4A3;CCND1;NOTCH4;RORB;TBX5
organic anion transport (GO:0015711)	6/124	0.06521914006472528	0.30532434836537314	0	0	2.1900484798376487	5.97883737360977	CETP;CA4;HBB;SLC4A1;HBA1;LDLR
odontogenesis (GO:0042476)	3/41	0.0667395590979305	0.30851158887915614	0	0	3.3917806631115233	9.181405805701065	OSR2;MSX1;PITX2
positive regulation of receptor-mediated endocytosis (GO:0048260)	3/41	0.0667395590979305	0.30851158887915614	0	0	3.3917806631115233	9.181405805701065	SFRP4;SERPINE1;SELE
monocyte chemotaxis (GO:0002548)	3/41	0.0667395590979305	0.30851158887915614	0	0	3.3917806631115233	9.181405805701065	IL6;ANXA1;CX3CL1
positive regulation of synaptic transmission (GO:0050806)	4/67	0.06706121017461274	0.30851158887915614	0	0	2.7302988892392865	7.377675756456782	ARC;DRD1;GRIN2B;SHANK2
positive regulation of cell migration (GO:0030335)	9/221	0.06801351413263167	0.30851158887915614	0	0	1.8318206704851752	4.924023458257338	WNT11;SEMA3C;MYADM;SEMA3G;SEMA3E;DRD1;THBS1;ADRA2A;HBEGF
positive regulation of transforming growth factor beta receptor signaling pathway (GO:0030511)	2/19	0.06898213452578658	0.30851158887915614	0	0	5.048739495798319	13.49986355359831	CDKN2B;THBS1
negative regulation of cell junction assembly (GO:1901889)	2/19	0.06898213452578658	0.30851158887915614	0	0	5.048739495798319	13.49986355359831	DLC1;THBS1
regulation of long-term synaptic potentiation (GO:1900271)	2/19	0.06898213452578658	0.30851158887915614	0	0	5.048739495798319	13.49986355359831	SCGN;ARC
endothelial cell development (GO:0001885)	2/19	0.06898213452578658	0.30851158887915614	0	0	5.048739495798319	13.49986355359831	MYADM;ICAM1
negative regulation of lipid metabolic process (GO:0045833)	2/19	0.06898213452578658	0.30851158887915614	0	0	5.048739495798319	13.49986355359831	HCAR2;ADRA2A
regulation of transcription factor import into nucleus (GO:0042990)	2/19	0.06898213452578658	0.30851158887915614	0	0	5.048739495798319	13.49986355359831	CSF3;BAG3
regulation of neuron migration (GO:2001222)	2/19	0.06898213452578658	0.30851158887915614	0	0	5.048739495798319	13.49986355359831	TNN;ULK4
positive regulation of blood coagulation (GO:0030194)	2/19	0.06898213452578658	0.30851158887915614	0	0	5.048739495798319	13.49986355359831	SERPINE1;THBS1
calcium ion transport into cytosol (GO:0060402)	2/19	0.06898213452578658	0.30851158887915614	0	0	5.048739495798319	13.49986355359831	JPH2;GRIN2B
positive regulation of pri-miRNA transcription from RNA polymerase II promoter (GO:1902895)	2/19	0.06898213452578658	0.30851158887915614	0	0	5.048739495798319	13.49986355359831	JUN;FOS
positive regulation of adherens junction organization (GO:1903393)	2/19	0.06898213452578658	0.30851158887915614	0	0	5.048739495798319	13.49986355359831	COL16A1;THY1
hexose transmembrane transport (GO:0035428)	2/19	0.06898213452578658	0.30851158887915614	0	0	5.048739495798319	13.49986355359831	SLC2A3;PPBP
protein heterotetramerization (GO:0051290)	2/19	0.06898213452578658	0.30851158887915614	0	0	5.048739495798319	13.49986355359831	LRP4;GRIN2B
positive regulation of transcription regulatory region DNA binding (GO:2000679)	2/19	0.06898213452578658	0.30851158887915614	0	0	5.048739495798319	13.49986355359831	TRIM6;TWIST1
positive regulation of cellular response to transforming growth factor beta stimulus (GO:1903846)	2/19	0.06898213452578658	0.30851158887915614	0	0	5.048739495798319	13.49986355359831	CDKN2B;THBS1
response to interferon-beta (GO:0035456)	2/19	0.06898213452578658	0.30851158887915614	0	0	5.048739495798319	13.49986355359831	TRIM6;IRF1
positive regulation of nucleic acid-templated transcription (GO:1903508)	17/502	0.0701938288388586	0.31326417880951335	0	0	1.5182099343955013	4.033116917627825	EGR1;OSR2;JUN;NOTCH4;SIX1;FOS;RORB;KLF4;TBX5;BMP7;KLF6;IL6;WNT11;ERBB4;MYC;IRF1;ALX1
cellular response to retinoic acid (GO:0071300)	3/42	0.07070539566725666	0.31487869002663876	0	0	3.3046424940698067	8.754769241296879	WNT11;RORB;WNT2
positive regulation of protein kinase B signaling (GO:0051897)	6/127	0.07144271727785312	0.31661316062998357	0	0	2.135419911674699	5.635072708987038	CSF3;IRS1;ERBB4;NRG2;THBS1;HBEGF
negative regulation of response to stimulus (GO:0048585)	6/127	0.07144271727785312	0.31661316062998357	0	0	2.135419911674699	5.635072708987038	ERBB4;HHIP;TWIST1;THY1;KLF4;ADRA2A
response to tumor necrosis factor (GO:0034612)	5/97	0.07154674181695633	0.31661316062998357	0	0	2.3387601000384763	6.168255970624461	CRHBP;ZFP36;CXCL8;SELE;CX3CL1
positive regulation of neuron differentiation (GO:0045666)	5/98	0.07405361909872836	0.32701829274270383	0	0	2.3134931963079266	6.021943820624726	MMD;PLXNB3;NRCAM;HOXD3;CX3CL1
negative regulation of ERBB signaling pathway (GO:1901185)	3/43	0.07477479978669906	0.3286714113482818	0	0	3.221861233480176	8.35517010252917	ERBB4;NRG2;HBEGF
regulation of cholesterol transport (GO:0032374)	2/20	0.0755224984211323	0.3286714113482818	0	0	4.768009768009768	12.317317283316378	CETP;ABCB4
dopamine metabolic process (GO:0042417)	2/20	0.0755224984211323	0.3286714113482818	0	0	4.768009768009768	12.317317283316378	MAOB;DRD1
branching involved in ureteric bud morphogenesis (GO:0001658)	2/20	0.0755224984211323	0.3286714113482818	0	0	4.768009768009768	12.317317283316378	MYC;SIX1
regulation of toll-like receptor signaling pathway (GO:0034121)	2/20	0.0755224984211323	0.3286714113482818	0	0	4.768009768009768	12.317317283316378	IRF1;CD36
chondroitin sulfate biosynthetic process (GO:0030206)	2/20	0.0755224984211323	0.3286714113482818	0	0	4.768009768009768	12.317317283316378	CSPG5;CSPG4
positive regulation of cAMP biosynthetic process (GO:0030819)	2/20	0.0755224984211323	0.3286714113482818	0	0	4.768009768009768	12.317317283316378	LHCGR;PTHLH
regulation of protein phosphorylation (GO:0001932)	10/261	0.07774587735465653	0.3372760303805027	0	0	1.71947556530032	4.3920732077058195	GDF10;PPP1R15B;CCND1;ERBB4;ULK4;MYADM;PLAUR;BMP7;BMP6;BMP5
cellular response to tumor necrosis factor (GO:0071356)	8/194	0.07782058740939288	0.3372760303805027	0	0	1.8542519817036665	4.734552931168939	CRHBP;ZFP36;CXCL8;TNFRSF12A;CD70;TNFSF9;CX3CL1;TNFRSF10D
lymphocyte chemotaxis (GO:0048247)	3/44	0.07894562146896048	0.34048574960688377	0	0	3.1431180831632104	7.980364238676702	CH25H;SAA1;CX3CL1
myeloid cell differentiation (GO:0030099)	3/44	0.07894562146896048	0.34048574960688377	0	0	3.1431180831632104	7.980364238676702	ALAS2;CSF3;CDKN2B
cellular response to metal ion (GO:0071248)	5/100	0.07920910159741493	0.34048574960688377	0	0	2.264555193292967	5.7421512327416755	CRHBP;JUN;FOS;GPLD1;BMP6
cellular response to transforming growth factor beta stimulus (GO:0071560)	5/100	0.07920910159741493	0.34048574960688377	0	0	2.264555193292967	5.7421512327416755	GDF10;JUN;LTBP2;FOS;WNT2
regulation of protein kinase B signaling (GO:0051896)	7/163	0.08080067388795709	0.3466184010458894	0	0	1.9331766381766382	4.86342773939509	CSF3;IRS1;ERBB4;NRG2;THBS1;PHLDA3;HBEGF
intrinsic apoptotic signaling pathway (GO:0097193)	5/101	0.08185722891709994	0.34706951029324645	0	0	2.2408508480825957	5.608353682779168	PPP1R15A;CDKN1A;ZNF385B;SFN;MCL1
positive regulation of leukocyte cell-cell adhesion (GO:1903039)	2/21	0.08225031152548565	0.34706951029324645	0	0	4.51683053788317	11.282988941478736	NR4A3;THY1
negative regulation of G-protein coupled receptor protein signaling pathway (GO:0045744)	2/21	0.08225031152548565	0.34706951029324645	0	0	4.51683053788317	11.282988941478736	CXCL8;ADRA2A
establishment of endothelial barrier (GO:0061028)	2/21	0.08225031152548565	0.34706951029324645	0	0	4.51683053788317	11.282988941478736	MYADM;ICAM1
positive regulation of receptor internalization (GO:0002092)	2/21	0.08225031152548565	0.34706951029324645	0	0	4.51683053788317	11.282988941478736	SFRP4;SELE
ERK1 and ERK2 cascade (GO:0070371)	2/21	0.08225031152548565	0.34706951029324645	0	0	4.51683053788317	11.282988941478736	PTGER4;MYC
cell-cell junction organization (GO:0045216)	4/72	0.08255697200124797	0.34706951029324645	0	0	2.528892351642644	6.3077318649228635	CDH20;CADM2;PERP;DSG2
regulation of neuron death (GO:1901214)	4/72	0.08255697200124797	0.34706951029324645	0	0	2.528892351642644	6.3077318649228635	EGR1;FOS;DKK1;GRIN2B
negative regulation of cysteine-type endopeptidase activity (GO:2000117)	4/72	0.08255697200124797	0.34706951029324645	0	0	2.528892351642644	6.3077318649228635	SFN;KLF4;THBS1;TNFRSF10D
regulation of fat cell differentiation (GO:0045598)	4/72	0.08255697200124797	0.34706951029324645	0	0	2.528892351642644	6.3077318649228635	ZFP36;IL6;LMO3;NOCT
positive regulation of blood vessel endothelial cell migration (GO:0043536)	3/45	0.08321564925227821	0.3484448102157147	0	0	3.068124606670862	7.628339132909718	ANXA1;PTGS2;THBS1
protein complex subunit organization (GO:0071822)	3/45	0.08321564925227821	0.3484448102157147	0	0	3.068124606670862	7.628339132909718	COL5A3;LOXL4;LOXL2
apoptotic process (GO:0006915)	9/231	0.08418452817602	0.35180095074750306	0	0	1.748401303088803	4.32684585382986	PPP1R15A;CSRNP1;FAP;MYC;DLC1;IRF1;TNFSF9;PHLDA2;ARHGEF6
regulation of transcription, DNA-templated (GO:0006355)	45/1598	0.0846171446650572	0.35290721842450445	0	0	1.2652460943116675	3.124675006302064	CDKN1A;MAGEL2;CRABP2;NOTCH4;SATB2;IGSF1;TWIST1;SIX1;TFCP2L1;RORB;LOXL2;WNT11;NFIL3;ERBB4;MYC;NFKBIZ;ALX1;HOXA7;PITX2;JUNB;HOXC6;EGR1;OSR2;JUN;JUND;PRRX2;ZFP92;ARID5A;FOS;FOXP4;KLF4;TBX5;GRHL1;TBX4;BMP7;TBX3;MLF1;FOSL2;KLF6;IL6;IRF1;ID4;FOSB;HOXB7;ATF3
positive regulation of angiogenesis (GO:0045766)	5/103	0.08729289925495251	0.3616869548876064	0	0	2.1948934441033052	5.352217278944229	CXCL8;SERPINE1;TWIST1;KLF4;THBS1
regulation of G1/S transition of mitotic cell cycle (GO:2000045)	3/46	0.08758261657364018	0.3616869548876064	0	0	2.9966191988525765	7.2972853902167225	CDKN1A;KLF4;MYO16
cartilage development (GO:0051216)	3/46	0.08758261657364018	0.3616869548876064	0	0	2.9966191988525765	7.2972853902167225	OSR2;HOXD3;GPLD1
regulation of fibroblast proliferation (GO:0048145)	3/46	0.08758261657364018	0.3616869548876064	0	0	2.9966191988525765	7.2972853902167225	CDKN1A;MYC;WNT2
regulation of cellular component movement (GO:0051270)	3/46	0.08758261657364018	0.3616869548876064	0	0	2.9966191988525765	7.2972853902167225	ERBB4;NRG2;HBEGF
regulation of DNA biosynthetic process (GO:2000278)	2/22	0.08915363650082643	0.36269307732119643	0	0	4.2907692307692304	10.37248041469309	RGCC;MYC
negative regulation of sprouting angiogenesis (GO:1903671)	2/22	0.08915363650082643	0.36269307732119643	0	0	4.2907692307692304	10.37248041469309	KLF4;THBS1
regulation of membrane protein ectodomain proteolysis (GO:0051043)	2/22	0.08915363650082643	0.36269307732119643	0	0	4.2907692307692304	10.37248041469309	ADRA2A;GPLD1
positive regulation of biosynthetic process (GO:0009891)	2/22	0.08915363650082643	0.36269307732119643	0	0	4.2907692307692304	10.37248041469309	HSD17B13;CD36
inner ear morphogenesis (GO:0042472)	2/22	0.08915363650082643	0.36269307732119643	0	0	4.2907692307692304	10.37248041469309	SIX1;HOXA1
regulation of insulin secretion involved in cellular response to glucose stimulus (GO:0061178)	2/22	0.08915363650082643	0.36269307732119643	0	0	4.2907692307692304	10.37248041469309	ADRA2A;GPLD1
glucose transport (GO:0015758)	2/22	0.08915363650082643	0.36269307732119643	0	0	4.2907692307692304	10.37248041469309	SLC2A3;PPBP
nitrogen compound transport (GO:0071705)	4/74	0.0892066227283818	0.36269307732119643	0	0	2.4563859981078524	5.936593671183584	HBB;SLC7A10;SLC38A3;SLC6A2
positive regulation of vasculature development (GO:1904018)	5/104	0.09007983696965458	0.3655363268536948	0	0	2.1726110664163762	5.229602856737112	TMEM100;CXCL8;SERPINE1;TWIST1;THBS1
response to glucose (GO:0009749)	3/47	0.09204420775544173	0.37135686123212763	0	0	2.928364036844213	6.9855722862224825	GYS2;THBS1;GPLD1
heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0007157)	3/47	0.09204420775544173	0.37135686123212763	0	0	2.928364036844213	6.9855722862224825	CADM2;SELE;ICAM1
cellular response to heat (GO:0034605)	3/47	0.09204420775544173	0.37135686123212763	0	0	2.928364036844213	6.9855722862224825	BAG3;THBS1;HSPA1B
retinoid metabolic process (GO:0001523)	4/75	0.09262527151884252	0.37227212377171504	0	0	2.42166464571091	5.761608212724582	GPC3;APOB;HSPG2;GPC6
regulation of defense response (GO:0031347)	4/75	0.09262527151884252	0.37227212377171504	0	0	2.42166464571091	5.761608212724582	ANXA1;IRF1;PTGS2;SELE
positive regulation of multicellular organismal process (GO:0051240)	8/202	0.09293902860441385	0.3728203017680876	0	0	1.7770532454710353	4.22194372726807	HCAR2;RGCC;SERPINE1;TWIST1;ALX1;LDLR;ADRA2A;LOXL2
regulation of cytosolic calcium ion concentration (GO:0051480)	6/137	0.0945556077837428	0.37601690704192214	0	0	1.9713952031956128	4.64966801597971	PTGER4;SCGN;C1QTNF1;PTGER3;SAA1;CD36
positive regulation of cellular catabolic process (GO:0031331)	5/106	0.095790253045292	0.37601690704192214	0	0	2.1293700166476826	4.994638262910823	ABCD2;IRS1;TWIST1;GPLD1;ADRA2A
positive regulation of cellular component organization (GO:0051130)	5/106	0.095790253045292	0.37601690704192214	0	0	2.1293700166476826	4.994638262910823	PPP1R15A;ABCB4;LRP4;BMP7;LDLR
transforming growth factor beta receptor signaling pathway (GO:0007179)	4/76	0.09610540185559265	0.37601690704192214	0	0	2.3879077753249938	5.593219673341178	GDF10;JUN;LTBP2;FOS
cellular response to catecholamine stimulus (GO:0071870)	2/23	0.0962209815031001	0.37601690704192214	0	0	4.086237571951858	9.566322824578899	NR4A3;DRD1
negative regulation of viral transcription (GO:0032897)	2/23	0.0962209815031001	0.37601690704192214	0	0	4.086237571951858	9.566322824578899	JUN;ZFP36
neuronal action potential (GO:0019228)	2/23	0.0962209815031001	0.37601690704192214	0	0	4.086237571951858	9.566322824578899	SCN11A;SCN4A
cellular response to ammonium ion (GO:0071242)	2/23	0.0962209815031001	0.37601690704192214	0	0	4.086237571951858	9.566322824578899	CRHBP;DRD1
negative regulation of signal transduction in absence of ligand (GO:1901099)	2/23	0.0962209815031001	0.37601690704192214	0	0	4.086237571951858	9.566322824578899	HSPA1B;MCL1
negative regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001240)	2/23	0.0962209815031001	0.37601690704192214	0	0	4.086237571951858	9.566322824578899	HSPA1B;MCL1
cellular response to interleukin-6 (GO:0071354)	2/23	0.0962209815031001	0.37601690704192214	0	0	4.086237571951858	9.566322824578899	SOCS3;IL6
positive regulation of cell junction assembly (GO:1901890)	2/23	0.0962209815031001	0.37601690704192214	0	0	4.086237571951858	9.566322824578899	COL16A1;THY1
regulation of chondrocyte differentiation (GO:0032330)	2/23	0.0962209815031001	0.37601690704192214	0	0	4.086237571951858	9.566322824578899	PTHLH;LOXL2
negative regulation of mitotic cell cycle (GO:0045930)	3/48	0.09659806365491816	0.37601690704192214	0	0	2.863142437591777	6.691726721623492	RGCC;FAP;BMP7
regulation of cell cycle arrest (GO:0071156)	3/48	0.09659806365491816	0.37601690704192214	0	0	2.863142437591777	6.691726721623492	RGCC;CCND1;FAP
intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630)	3/48	0.09659806365491816	0.37601690704192214	0	0	2.863142437591777	6.691726721623492	SFN;PHLDA3;MCL1
regulation of protein secretion (GO:0050708)	5/107	0.09871300718813925	0.3835392626792397	0	0	2.108385389554052	4.882047660710576	KCNJ11;ABCC8;SAA1;BMP6;ADRA2A
anterograde trans-synaptic signaling (GO:0098916)	9/240	0.10055153432953734	0.3899618545400138	0	0	1.6794990723562153	3.857951964570282	PROKR1;KCND2;NPY5R;NOVA1;KCNQ3;NPY1R;AMPH;GRIN2B;SLC6A2
lipid homeostasis (GO:0055088)	3/49	0.1012417871149976	0.39106759641159333	0	0	2.800756560045968	6.414415042229729	CETP;DGAT2;ABCB4
regulation of release of sequestered calcium ion into cytosol (GO:0051279)	3/49	0.1012417871149976	0.39106759641159333	0	0	2.800756560045968	6.414415042229729	JPH2;THY1;DRD1
positive regulation of translation (GO:0045727)	4/78	0.10324671899757715	0.39106759641159333	0	0	2.3231310780979655	5.274980005626733	IL6;PRR16;SAMD4A;THBS1
negative regulation of inflammatory response (GO:0050728)	4/78	0.10324671899757715	0.39106759641159333	0	0	2.3231310780979655	5.274980005626733	PTGER4;FFAR4;SAA1;KLF4
positive regulation of neutrophil chemotaxis (GO:0090023)	2/24	0.10344128620592098	0.39106759641159333	0	0	3.9002997002997004	8.848809275468746	CXCL8;PPBP
dendritic spine organization (GO:0097061)	2/24	0.10344128620592098	0.39106759641159333	0	0	3.9002997002997004	8.848809275468746	ARC;SHANK2
receptor clustering (GO:0043113)	2/24	0.10344128620592098	0.39106759641159333	0	0	3.9002997002997004	8.848809275468746	LRP4;THY1
drug catabolic process (GO:0042737)	2/24	0.10344128620592098	0.39106759641159333	0	0	3.9002997002997004	8.848809275468746	CYP2A6;CYP3A5
negative regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045736)	2/24	0.10344128620592098	0.39106759641159333	0	0	3.9002997002997004	8.848809275468746	CDKN2B;CDKN2C
cellular senescence (GO:0090398)	2/24	0.10344128620592098	0.39106759641159333	0	0	3.9002997002997004	8.848809275468746	CDKN1A;TBX3
negative regulation of endothelial cell apoptotic process (GO:2000352)	2/24	0.10344128620592098	0.39106759641159333	0	0	3.9002997002997004	8.848809275468746	SERPINE1;ICAM1
regulation of AMPA receptor activity (GO:2000311)	2/24	0.10344128620592098	0.39106759641159333	0	0	3.9002997002997004	8.848809275468746	ARC;SHANK2
mucosal immune response (GO:0002385)	2/24	0.10344128620592098	0.39106759641159333	0	0	3.9002997002997004	8.848809275468746	FFAR3;DEFB1
fatty acid derivative biosynthetic process (GO:1901570)	2/24	0.10344128620592098	0.39106759641159333	0	0	3.9002997002997004	8.848809275468746	SCD;FASN
Wnt signaling pathway (GO:0016055)	5/109	0.10469165695413515	0.39508413450196067	0	0	2.067626786929884	4.6660874935183605	SFRP4;WNT11;MYC;LRP4;WNT2
blood circulation (GO:0008015)	3/50	0.10597294803916203	0.39802058966139403	0	0	2.7410254006935983	6.152427288550818	PROKR1;NPY5R;NPY1R
receptor internalization (GO:0031623)	3/50	0.10597294803916203	0.39802058966139403	0	0	2.7410254006935983	6.152427288550818	GRK3;CXCL8;CD36
negative regulation of mitotic cell cycle phase transition (GO:1901991)	4/79	0.1069061394077843	0.39802058966139403	0	0	2.2920382634289918	5.124548389230069	CDKN1A;RGCC;KLF4;MYO16
steroid biosynthetic process (GO:0006694)	4/79	0.1069061394077843	0.39802058966139403	0	0	2.2920382634289918	5.124548389230069	CH25H;AKR1B15;TFCP2L1;SLC27A2
regulation of endothelial cell proliferation (GO:0001936)	4/79	0.1069061394077843	0.39802058966139403	0	0	2.2920382634289918	5.124548389230069	NR4A1;RGCC;PLXNB3;THBS1
ERBB signaling pathway (GO:0038127)	4/80	0.11062351143723537	0.39802058966139403	0	0	2.2617636807249912	4.979550106994123	ERBB4;NRG2;AREG;HBEGF
negative regulation of defense response (GO:0031348)	4/80	0.11062351143723537	0.39802058966139403	0	0	2.2617636807249912	4.979550106994123	PTGER4;FFAR4;SAA1;KLF4
organophosphate ester transport (GO:0015748)	2/25	0.11080390811291187	0.39802058966139403	0	0	3.730530339225991	8.20714150371514	CETP;LDLR
cyclic nucleotide metabolic process (GO:0009187)	2/25	0.11080390811291187	0.39802058966139403	0	0	3.730530339225991	8.20714150371514	PDE8B;PTHLH
neutral amino acid transport (GO:0015804)	2/25	0.11080390811291187	0.39802058966139403	0	0	3.730530339225991	8.20714150371514	SLC7A10;SLC38A3
chondroitin sulfate proteoglycan biosynthetic process (GO:0050650)	2/25	0.11080390811291187	0.39802058966139403	0	0	3.730530339225991	8.20714150371514	CSPG5;CSPG4
regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043516)	2/25	0.11080390811291187	0.39802058966139403	0	0	3.730530339225991	8.20714150371514	TWIST1;MSX1
positive regulation of glucose transport (GO:0010828)	2/25	0.11080390811291187	0.39802058966139403	0	0	3.730530339225991	8.20714150371514	NR4A3;IRS1
regulation of glucose metabolic process (GO:0010906)	2/25	0.11080390811291187	0.39802058966139403	0	0	3.730530339225991	8.20714150371514	IRS1;GPLD1
cellular response to vascular endothelial growth factor stimulus (GO:0035924)	2/25	0.11080390811291187	0.39802058966139403	0	0	3.730530339225991	8.20714150371514	NR4A1;ANXA1
positive regulation of neutrophil migration (GO:1902624)	2/25	0.11080390811291187	0.39802058966139403	0	0	3.730530339225991	8.20714150371514	CXCL8;PPBP
negative regulation of epithelial to mesenchymal transition (GO:0010719)	2/25	0.11080390811291187	0.39802058966139403	0	0	3.730530339225991	8.20714150371514	TBX5;BMP5
positive regulation of calcium ion transmembrane transport (GO:1904427)	2/25	0.11080390811291187	0.39802058966139403	0	0	3.730530339225991	8.20714150371514	THY1;DRD1
positive regulation of peptidyl-threonine phosphorylation (GO:0010800)	2/25	0.11080390811291187	0.39802058966139403	0	0	3.730530339225991	8.20714150371514	TRIM6;BMP7
epidermis development (GO:0008544)	4/81	0.11439788607654673	0.39802058966139403	0	0	2.232275450818497	4.839735415937628	CRABP2;EMP1;GRHL1;PTHLH
negative regulation of protein phosphorylation (GO:0001933)	7/178	0.11444959717113427	0.39802058966139403	0	0	1.762235217673814	3.8198576282333074	PPP1R15B;MYADM;TWIST1;SFN;THY1;TRIB1;DKK1
positive regulation of proteolysis (GO:0045862)	3/52	0.11568772646181939	0.39802058966139403	0	0	2.6288771015013936	5.670121787168274	PERP;ADRA2A;GPLD1
chemokine-mediated signaling pathway (GO:0070098)	3/52	0.11568772646181939	0.39802058966139403	0	0	2.6288771015013936	5.670121787168274	CXCL8;PPBP;CX3CL1
regulation of DNA binding (GO:0051101)	3/52	0.11568772646181939	0.39802058966139403	0	0	2.6288771015013936	5.670121787168274	JUN;PLAUR;ID4
negative regulation of gene expression (GO:0010629)	19/618	0.11812055088355673	0.39802058966139403	0	0	1.3719059924836676	2.930459189349839	JUN;MAGEL2;SAMD4A;ARID5A;TWIST1;RORB;KLF4;BMP7;TBX3;LOXL2;TRIM6;ZFP36;WNT11;NOCT;IRF1;ID4;MYADM;HOXA7;HSPA1B
positive regulation of cell cycle arrest (GO:0071158)	4/82	0.11822829047383857	0.39802058966139403	0	0	2.203543329371144	4.704868785469335	CDKN1A;RGCC;FAP;SFN
positive regulation of cyclin-dependent protein kinase activity (GO:1904031)	2/26	0.11829860930764526	0.39802058966139403	0	0	3.574908424908425	7.630796696761615	CCND1;CCNL1
bile acid biosynthetic process (GO:0006699)	2/26	0.11829860930764526	0.39802058966139403	0	0	3.574908424908425	7.630796696761615	CH25H;SLC27A2
positive regulation of glucose import (GO:0046326)	2/26	0.11829860930764526	0.39802058966139403	0	0	3.574908424908425	7.630796696761615	IRS1;FFAR3
response to growth factor (GO:0070848)	2/26	0.11829860930764526	0.39802058966139403	0	0	3.574908424908425	7.630796696761615	MYC;KLF4
regulation of transcription regulatory region DNA binding (GO:2000677)	2/26	0.11829860930764526	0.39802058966139403	0	0	3.574908424908425	7.630796696761615	TRIM6;TWIST1
regulation of pri-miRNA transcription from RNA polymerase II promoter (GO:1902893)	2/26	0.11829860930764526	0.39802058966139403	0	0	3.574908424908425	7.630796696761615	JUN;FOS
positive regulation of granulocyte chemotaxis (GO:0071624)	2/26	0.11829860930764526	0.39802058966139403	0	0	3.574908424908425	7.630796696761615	CXCL8;PPBP
response to ketone (GO:1901654)	2/26	0.11829860930764526	0.39802058966139403	0	0	3.574908424908425	7.630796696761615	ABCB4;THBS1
neutrophil chemotaxis (GO:0030593)	3/53	0.12066636186980126	0.39802058966139403	0	0	2.576167400881057	5.44788787841156	CXCL8;SAA1;CX3CL1
regulation of calcium ion-dependent exocytosis (GO:0017158)	3/53	0.12066636186980126	0.39802058966139403	0	0	2.576167400881057	5.44788787841156	SYT2;C2CD4B;ADRA2A
positive regulation of peptidyl-serine phosphorylation (GO:0033138)	4/83	0.12211372941762819	0.39802058966139403	0	0	2.1755386034034707	4.574727927375097	CSF3;TRIM6;IL6;OSM
cellular response to oxidative stress (GO:0034599)	5/115	0.12366118757819387	0.39802058966139403	0	0	1.954243765084473	4.084779491494302	JUN;GPX3;NOX4;FOS;HSPA1B
negative regulation of canonical Wnt signaling pathway (GO:0090090)	6/148	0.12404844242267392	0.39802058966139403	0	0	1.8176509165859904	3.793588555088697	SFRP4;WNT11;TNN;LRP4;DKK1;DKK2
regulated exocytosis (GO:0045055)	6/148	0.12404844242267392	0.39802058966139403	0	0	1.8176509165859904	3.793588555088697	CRHBP;PCDH7;SERPINE1;PPBP;CD36;THBS1
central nervous system development (GO:0007417)	8/217	0.12547883846187885	0.39802058966139403	0	0	1.6482347801067763	3.421106029108044	ROBO2;COL4A1;B3GNT5;NNAT;NRCAM;HSPG2;GRIN2B;AFF2
action potential (GO:0001508)	3/54	0.12572247909582876	0.39802058966139403	0	0	2.5255247473438716	5.237125986064419	KCND2;SCN11A;SCN4A
regulation of calcium ion transmembrane transporter activity (GO:1901019)	2/27	0.12591554360320784	0.39802058966139403	0	0	3.431736263736264	7.111051316023651	JPH2;ADRA2A
negative regulation of peptidyl-tyrosine phosphorylation (GO:0050732)	2/27	0.12591554360320784	0.39802058966139403	0	0	3.431736263736264	7.111051316023651	SOCS3;THY1
